event,id,race,score,time
0,318,0,7,1512016.0
0,11708,0,10,1598400.0
0,11232,2,4,1598401.0
0,9042,2,5,1598402.0
0,8112,0,1,1598403.0
0,7324,2,1,1598404.0
0,7117,2,1,1598405.0
0,7082,3,7,1598406.0
0,3881,0,5,1598407.0
0,3429,0,6,1598408.0
0,2445,0,5,1598409.0
0,2056,0,4,1598410.0
0,9325,3,9,1684800.0
0,8611,0,4,1684801.0
0,6968,0,6,1684802.0
0,6889,2,4,1684803.0
0,5308,5,2,1684804.0
0,3517,3,1,1684805.0
0,948,0,5,1684806.0
0,807,2,9,1684807.0
0,644,0,7,1684808.0
0,49,2,5,1684809.0
0,10942,0,5,1771200.0
0,10316,5,1,1771201.0
0,9774,2,2,1771202.0
0,9126,0,2,1771203.0
0,8661,2,2,1771204.0
0,4772,0,10,1771205.0
0,2900,0,7,1771206.0
0,2564,5,1,1771207.0
0,2543,0,8,1771208.0
0,11676,0,7,1857600.0
1,11653,#,#,1857601.0
0,11178,5,1,1857602.0
0,9392,2,5,1857603.0
0,8902,5,3,1857604.0
0,8314,0,9,1857605.0
0,7563,2,3,1857606.0
0,6394,0,2,1857607.0
0,5992,0,3,1857608.0
0,4100,2,8,1857609.0
0,3205,2,1,1857610.0
0,3197,5,2,1857611.0
0,2281,3,1,1857612.0
0,2130,2,1,1857613.0
0,675,2,1,1857614.0
0,11276,4,4,1944000.0
0,11244,3,2,1944001.0
0,10312,0,2,1944002.0
0,10058,0,5,1944003.0
0,8743,0,9,1944004.0
0,7651,5,2,1944005.0
0,5735,0,1,1944006.0
0,4861,0,8,1944007.0
0,3785,2,3,1944008.0
0,2732,0,7,1944009.0
0,2529,0,2,1944010.0
0,11732,0,6,2030400.0
0,11361,0,7,2030401.0
0,11003,0,1,2030402.0
1,8636,#,#,2030403.0
0,8424,2,8,2030404.0
0,7225,0,6,2030405.0
0,6256,0,7,2030406.0
0,5609,0,6,2030407.0
1,4595,#,#,2030408.0
0,4438,2,1,2030409.0
0,4232,0,5,2030410.0
0,3055,0,2,2030411.0
0,2708,0,6,2030412.0
0,1513,0,5,2030413.0
0,11451,2,4,2116800.0
0,11143,0,2,2116801.0
0,9394,2,8,2116802.0
0,8762,2,1,2116803.0
0,7905,5,1,2116804.0
0,7149,2,4,2116805.0
0,6665,0,8,2116806.0
0,3938,2,6,2116807.0
0,2194,0,3,2116808.0
1,1608,#,#,2116809.0
0,847,0,6,2116810.0
0,32,2,1,2116811.0
0,9687,0,7,2203200.0
0,9653,2,7,2203201.0
0,6775,0,9,2203202.0
1,6338,#,#,2203203.0
0,6313,3,5,2203204.0
0,4121,3,2,2203205.0
0,3627,2,7,2203206.0
0,3554,2,1,2203207.0
0,3458,2,2,2203208.0
0,3345,2,3,2203209.0
0,3298,2,5,2203210.0
0,1888,0,5,2203211.0
0,1509,3,1,2203212.0
0,96,0,9,2203213.0
0,8949,0,6,2289600.0
0,7417,2,5,2289601.0
0,7163,0,3,2289602.0
0,6326,2,8,2289603.0
0,4817,0,3,2289604.0
0,4651,0,8,2289605.0
0,4337,2,1,2289606.0
0,3934,0,5,2289607.0
0,3697,2,1,2289608.0
0,2702,0,7,2289609.0
0,3,0,3,2289610.0
0,10665,0,6,2376000.0
0,9415,2,1,2376001.0
0,9146,0,5,2376002.0
0,9096,0,5,2376003.0
0,9049,0,1,2376004.0
0,8897,0,1,2376005.0
0,8456,0,3,2376006.0
0,8038,0,1,2376007.0
0,8019,2,2,2376008.0
0,7167,0,5,2376009.0
1,6095,#,#,2376010.0
0,5599,2,6,2376011.0
0,4662,2,2,2376012.0
0,4233,0,1,2376013.0
0,4198,0,9,2376014.0
0,3952,2,4,2376015.0
0,3041,2,3,2376016.0
0,2406,0,1,2376017.0
0,2268,2,7,2376018.0
0,11201,2,1,2462400.0
0,10973,0,8,2462401.0
0,10036,0,4,2462402.0
0,8235,0,9,2462403.0
0,7726,2,2,2462404.0
0,3759,0,8,2462405.0
0,3074,2,1,2462406.0
0,1905,5,1,2462407.0
0,1106,2,1,2462408.0
0,11461,0,9,2548800.0
0,11404,0,7,2548801.0
0,11161,0,4,2548802.0
0,10875,1,3,2548803.0
0,10447,2,1,2548804.0
0,9561,2,7,2548805.0
0,7762,2,7,2548806.0
0,7023,2,5,2548807.0
0,5869,2,6,2548808.0
0,4307,0,8,2548809.0
0,3719,0,9,2548810.0
0,3425,3,10,2548811.0
0,2206,0,7,2548812.0
0,2069,0,3,2548813.0
0,1351,0,7,2548814.0
0,1306,0,4,2548815.0
0,538,0,4,2548816.0
0,11281,0,9,2635200.0
0,7321,0,5,2635201.0
0,6481,0,4,2635202.0
0,5502,0,4,2635203.0
0,5219,2,5,2635204.0
0,4979,0,8,2635205.0
0,4888,0,3,2635206.0
0,4160,2,5,2635207.0
0,3696,0,9,2635208.0
0,3663,0,6,2635209.0
0,3198,5,6,2635210.0
0,2939,0,6,2635211.0
0,1326,0,9,2635212.0
0,527,2,1,2635213.0
0,438,0,4,2635214.0
0,381,3,6,2635215.0
0,10884,2,6,2721600.0
0,10185,0,2,2721601.0
0,9181,3,1,2721602.0
0,7663,2,1,2721603.0
0,6733,0,4,2721604.0
0,6651,0,4,2721605.0
0,6606,0,5,2721606.0
0,6046,0,3,2721607.0
0,4993,3,4,2721608.0
0,3181,2,7,2721609.0
0,2770,5,4,2721610.0
0,2009,0,4,2721611.0
0,602,0,7,2721612.0
0,291,2,3,2721613.0
0,11736,3,10,2808000.0
0,11649,2,4,2808001.0
0,11341,3,1,2808002.0
0,11320,0,2,2808003.0
0,8239,0,10,2808004.0
0,8054,0,4,2808005.0
0,7490,0,5,2808006.0
0,7373,0,9,2808007.0
0,7337,5,1,2808008.0
0,7326,0,8,2808009.0
0,7210,0,8,2808010.0
0,5931,2,7,2808011.0
1,2564,#,#,2808012.0
0,2444,0,6,2808013.0
0,2344,0,7,2808014.0
0,1473,0,4,2808015.0
0,1136,0,5,2808016.0
0,11470,5,7,2894400.0
0,9658,0,10,2894401.0
0,7154,2,1,2894402.0
0,5656,2,8,2894403.0
0,5334,0,7,2894404.0
0,4566,0,4,2894405.0
0,2772,0,8,2894406.0
0,1542,0,7,2894407.0
0,1377,0,7,2894408.0
0,853,0,3,2894409.0
0,277,0,8,2894410.0
0,11704,2,1,2980800.0
0,11551,2,3,2980801.0
0,9787,0,5,2980802.0
0,9624,0,3,2980803.0
0,9462,2,6,2980804.0
0,7423,0,7,2980805.0
0,6931,0,2,2980806.0
0,5665,2,3,2980807.0
0,5560,3,1,2980808.0
0,5417,2,1,2980809.0
0,5060,0,5,2980810.0
0,3904,0,2,2980811.0
0,3412,2,2,2980812.0
0,3032,0,4,2980813.0
0,2099,0,2,2980814.0
0,1522,0,7,2980815.0
0,848,5,1,2980816.0
0,383,3,8,2980817.0
0,91,2,2,2980818.0
0,11497,0,2,3067200.0
0,9577,5,2,3067201.0
0,8301,5,2,3067202.0
0,7791,0,9,3067203.0
0,7120,2,4,3067204.0
0,7109,2,5,3067205.0
0,6926,2,3,3067206.0
0,5809,0,7,3067207.0
0,5218,2,3,3067208.0
0,5183,0,4,3067209.0
0,4134,0,6,3067210.0
0,1681,0,2,3067211.0
0,1375,3,2,3067212.0
0,1352,2,10,3067213.0
0,1077,0,5,3067214.0
0,579,0,9,3067215.0
0,11609,2,1,3153600.0
0,11571,0,5,3153601.0
0,11037,3,3,3153602.0
0,10033,0,6,3153603.0
0,9948,0,7,3153604.0
0,9058,2,4,3153605.0
0,8710,0,2,3153606.0
0,7923,2,7,3153607.0
0,7441,5,4,3153608.0
0,6920,0,6,3153609.0
0,6788,0,3,3153610.0
0,4108,0,9,3153611.0
0,3713,0,6,3153612.0
0,2954,2,4,3153613.0
0,1660,0,10,3153614.0
1,1473,#,#,3153615.0
0,969,5,9,3153616.0
0,732,3,4,3153617.0
0,10216,0,8,3240000.0
0,9748,0,6,3240001.0
0,9641,2,1,3240002.0
0,9303,0,9,3240003.0
0,8723,3,5,3240004.0
0,8269,0,9,3240005.0
0,7856,2,7,3240006.0
0,7143,0,1,3240007.0
0,6566,0,9,3240008.0
0,5418,0,2,3240009.0
0,4033,0,8,3240010.0
0,3489,0,9,3240011.0
0,3403,0,4,3240012.0
0,3333,2,1,3240013.0
0,2688,0,1,3240014.0
0,2575,2,6,3240015.0
0,1684,2,7,3240016.0
0,731,3,1,3240017.0
0,11562,2,5,3326400.0
0,11284,0,4,3326401.0
0,10878,3,6,3326402.0
0,10274,0,8,3326403.0
0,8260,3,5,3326404.0
0,7792,0,5,3326405.0
0,7132,2,-1,3326406.0
0,6577,2,2,3326407.0
0,6424,3,1,3326408.0
0,6042,2,4,3326409.0
0,5611,5,5,3326410.0
0,5494,3,1,3326411.0
0,4303,0,8,3326412.0
0,4032,2,4,3326413.0
0,3531,2,3,3326414.0
0,3454,0,3,3326415.0
0,3108,2,3,3326416.0
0,2548,0,6,3326417.0
0,1854,0,4,3326418.0
0,11563,0,6,3412800.0
0,11557,2,4,3412801.0
0,11119,0,9,3412802.0
0,9343,0,9,3412803.0
0,8832,0,5,3412804.0
0,7625,5,3,3412805.0
0,7144,0,9,3412806.0
0,6489,0,2,3412807.0
0,6447,0,4,3412808.0
0,5564,0,4,3412809.0
0,3229,2,5,3412810.0
0,2226,2,6,3412811.0
0,1313,0,9,3412812.0
0,590,2,8,3412813.0
0,7846,3,6,3499200.0
0,7674,0,5,3499201.0
0,5088,2,6,3499202.0
0,2970,4,2,3499203.0
0,1815,4,2,3499204.0
0,10445,3,1,3585600.0
0,10239,0,1,3585601.0
0,10214,0,10,3585602.0
0,9516,0,2,3585603.0
1,9159,#,#,3585604.0
0,9057,0,9,3585605.0
0,8405,0,4,3585606.0
0,8359,2,8,3585607.0
0,7895,2,1,3585608.0
0,7344,0,5,3585609.0
0,6432,2,5,3585610.0
0,6153,0,5,3585611.0
0,4833,2,5,3585612.0
0,3979,2,3,3585613.0
0,3816,5,10,3585614.0
0,3226,0,8,3585615.0
0,2186,2,2,3585616.0
0,1987,2,2,3585617.0
0,87,0,3,3585618.0
0,11300,0,9,3672000.0
1,11119,#,#,3672001.0
0,10348,0,2,3672002.0
0,10004,0,5,3672003.0
0,9802,0,1,3672004.0
0,9548,2,1,3672005.0
0,8357,0,3,3672006.0
0,8324,0,3,3672007.0
0,8196,2,5,3672008.0
0,7111,2,3,3672009.0
0,5839,0,4,3672010.0
0,5816,0,7,3672011.0
0,4906,0,9,3672012.0
0,4223,0,9,3672013.0
0,1091,5,8,3672014.0
0,1076,2,8,3672015.0
0,1066,2,2,3672016.0
1,277,#,#,3672017.0
0,11229,2,1,3758400.0
0,10010,0,9,3758401.0
0,7842,0,1,3758402.0
0,6401,2,1,3758403.0
0,5688,0,8,3758404.0
0,5243,0,9,3758405.0
0,5094,0,5,3758406.0
0,1942,2,1,3758407.0
0,743,0,2,3758408.0
0,146,2,1,3758409.0
0,11253,2,1,3844800.0
0,10795,0,5,3844801.0
0,10534,0,8,3844802.0
0,10129,0,8,3844803.0
0,9759,2,5,3844804.0
0,9186,0,9,3844805.0
0,9091,5,1,3844806.0
0,8488,0,5,3844807.0
0,7386,0,7,3844808.0
0,5732,2,6,3844809.0
0,5516,0,1,3844810.0
0,5054,0,4,3844811.0
0,4864,0,6,3844812.0
0,2830,0,1,3844813.0
0,2718,0,3,3844814.0
0,2105,3,1,3844815.0
0,1850,0,6,3844816.0
0,1131,0,10,3844817.0
0,645,0,7,3844818.0
0,386,0,6,3844819.0
0,61,0,2,3844820.0
0,10889,0,7,3931200.0
0,10554,0,7,3931201.0
0,10134,3,7,3931202.0
0,9597,2,4,3931203.0
0,8830,0,7,3931204.0
0,8472,0,10,3931205.0
0,7864,0,1,3931206.0
0,5280,2,5,3931207.0
0,4610,0,9,3931208.0
1,2688,#,#,3931209.0
0,2388,5,7,3931210.0
0,2216,0,2,3931211.0
0,9648,2,4,4017600.0
0,6987,5,1,4017601.0
0,6971,0,5,4017602.0
0,5963,2,3,4017603.0
0,5749,1,3,4017604.0
0,4732,0,5,4017605.0
0,4006,2,1,4017606.0
0,3562,0,1,4017607.0
0,3304,0,2,4017608.0
0,2965,3,5,4017609.0
0,2891,3,5,4017610.0
0,516,0,9,4017611.0
0,9745,0,7,4104000.0
0,9229,0,8,4104001.0
0,8831,3,1,4104002.0
0,8802,0,8,4104003.0
0,8169,0,3,4104004.0
0,7380,0,6,4104005.0
0,7272,0,5,4104006.0
0,4778,2,1,4104007.0
0,4667,0,5,4104008.0
0,4593,1,1,4104009.0
0,2065,2,2,4104010.0
0,1569,0,7,4104011.0
0,1540,0,5,4104012.0
0,1358,0,6,4104013.0
0,335,0,1,4104014.0
0,11724,0,1,4190400.0
0,10518,0,5,4190401.0
0,10276,0,1,4190402.0
0,9192,0,1,4190403.0
0,8846,5,1,4190404.0
0,8522,3,9,4190405.0
0,6113,0,6,4190406.0
0,5390,0,9,4190407.0
0,4383,0,7,4190408.0
0,4076,0,6,4190409.0
0,2479,0,7,4190410.0
0,1786,0,9,4190411.0
0,753,0,1,4190412.0
0,464,2,3,4190413.0
0,258,0,7,4190414.0
0,11610,2,2,4276800.0
0,11433,0,1,4276801.0
0,11302,0,9,4276802.0
0,10416,0,7,4276803.0
0,10131,0,9,4276804.0
0,8653,3,1,4276805.0
0,7786,0,5,4276806.0
0,7495,2,8,4276807.0
0,6717,2,6,4276808.0
0,6146,0,7,4276809.0
0,6019,2,2,4276810.0
0,5700,2,3,4276811.0
0,5660,2,5,4276812.0
0,5373,3,3,4276813.0
0,4904,5,3,4276814.0
0,2641,5,3,4276815.0
0,1625,0,10,4276816.0
0,320,0,9,4276817.0
0,114,2,8,4276818.0
0,11398,0,8,4363200.0
0,10655,5,1,4363201.0
0,10571,2,10,4363202.0
1,9268,#,#,4363203.0
0,8667,0,8,4363204.0
0,8426,2,1,4363205.0
0,8219,0,3,4363206.0
0,7960,2,1,4363207.0
0,7560,2,7,4363208.0
0,7519,0,5,4363209.0
0,7200,0,6,4363210.0
0,5382,5,1,4363211.0
0,4616,0,9,4363212.0
0,4141,0,6,4363213.0
0,3692,0,2,4363214.0
0,3629,0,7,4363215.0
0,3188,5,1,4363216.0
0,2512,0,7,4363217.0
0,2246,0,8,4363218.0
0,1727,0,1,4363219.0
1,602,#,#,4363220.0
0,39,0,7,4363221.0
0,11374,0,10,4449600.0
1,10554,#,#,4449601.0
0,10088,0,2,4449602.0
0,9385,5,1,4449603.0
1,8663,#,#,4449604.0
0,6192,2,2,4449605.0
0,6023,5,1,4449606.0
0,5356,0,7,4449607.0
0,4929,0,7,4449608.0
0,4808,0,8,4449609.0
0,4296,3,2,4449610.0
0,3399,0,10,4449611.0
0,2456,2,6,4449612.0
0,2286,3,4,4449613.0
0,1841,2,3,4449614.0
0,1834,2,4,4449615.0
0,817,5,1,4449616.0
0,762,2,3,4449617.0
0,473,0,5,4449618.0
0,122,0,10,4449619.0
0,11093,2,1,4536000.0
0,11019,2,1,4536001.0
0,10674,0,10,4536002.0
0,10157,0,9,4536003.0
0,10092,0,2,4536004.0
0,9699,5,2,4536005.0
0,9043,2,5,4536006.0
0,8390,2,3,4536007.0
0,6868,0,8,4536008.0
0,5631,3,9,4536009.0
0,5367,0,1,4536010.0
0,4754,0,1,4536011.0
0,3564,0,7,4536012.0
0,3339,2,1,4536013.0
0,3224,0,5,4536014.0
0,1864,0,2,4536015.0
0,1388,2,1,4536016.0
0,484,2,5,4536017.0
0,354,0,4,4536018.0
0,11642,2,1,4622400.0
0,10964,0,4,4622401.0
0,10783,2,1,4622402.0
0,10753,0,10,4622403.0
0,10388,0,6,4622404.0
0,10281,2,1,4622405.0
0,9786,0,10,4622406.0
0,8726,3,4,4622407.0
0,8609,0,6,4622408.0
0,7966,0,10,4622409.0
0,7720,0,1,4622410.0
0,7299,0,10,4622411.0
0,6916,0,6,4622412.0
0,6293,0,1,4622413.0
0,5854,0,3,4622414.0
0,5398,0,8,4622415.0
0,3992,3,5,4622416.0
0,3930,2,2,4622417.0
0,3476,0,8,4622418.0
1,2718,#,#,4622419.0
0,1455,0,1,4622420.0
0,445,2,3,4622421.0
0,8579,0,1,4708800.0
0,6637,2,1,4708801.0
0,6624,3,4,4708802.0
0,4945,2,5,4708803.0
0,3439,2,1,4708804.0
0,3410,0,3,4708805.0
0,3137,2,8,4708806.0
1,2281,#,#,4708807.0
0,1859,0,3,4708808.0
1,1358,#,#,4708809.0
0,947,2,10,4708810.0
0,10412,2,1,4795200.0
0,10269,2,3,4795201.0
0,9209,0,4,4795202.0
0,9133,2,5,4795203.0
0,7450,0,9,4795204.0
0,6727,3,1,4795205.0
0,6495,1,1,4795206.0
1,5963,#,#,4795207.0
0,5939,2,1,4795208.0
0,5512,3,1,4795209.0
0,3907,3,1,4795210.0
0,3455,0,3,4795211.0
0,3335,3,3,4795212.0
1,2499,#,#,4795213.0
0,1968,5,2,4795214.0
0,893,3,1,4795215.0
0,729,2,1,4795216.0
0,170,0,9,4795217.0
0,11434,3,2,4881600.0
0,10338,2,2,4881601.0
0,10229,0,2,4881602.0
1,9181,#,#,4881603.0
1,8018,#,#,4881604.0
0,7774,2,10,4881605.0
0,7420,2,2,4881606.0
0,7383,2,3,4881607.0
0,6900,0,4,4881608.0
0,6298,0,7,4881609.0
0,6182,0,5,4881610.0
0,4563,0,5,4881611.0
0,4362,5,1,4881612.0
0,3999,0,1,4881613.0
0,3020,0,9,4881614.0
0,183,2,10,4881615.0
0,159,2,4,4881616.0
0,11752,0,1,4968000.0
0,11307,2,2,4968001.0
0,11067,0,1,4968002.0
0,10077,0,6,4968003.0
0,9746,3,7,4968004.0
0,9578,0,7,4968005.0
0,7269,2,1,4968006.0
0,7064,0,4,4968007.0
0,4885,0,2,4968008.0
0,4812,2,9,4968009.0
0,4435,5,1,4968010.0
0,1845,0,2,4968011.0
0,1236,2,4,4968012.0
0,1061,0,1,4968013.0
0,10563,0,3,5054400.0
0,10296,0,3,5054401.0
0,9782,0,10,5054402.0
0,8083,0,7,5054403.0
0,7411,0,9,5054404.0
0,7287,0,8,5054405.0
0,6668,0,2,5054406.0
0,6169,2,9,5054407.0
0,5279,5,4,5054408.0
1,2130,#,#,5054409.0
0,1891,0,3,5054410.0
0,120,0,2,5054411.0
0,57,0,1,5054412.0
0,11722,0,2,5140800.0
0,10047,2,1,5140801.0
0,9566,2,8,5140802.0
0,9527,0,2,5140803.0
0,8683,2,2,5140804.0
0,5182,2,1,5140805.0
0,4826,3,3,5140806.0
0,3847,0,7,5140807.0
0,3068,0,7,5140808.0
0,2999,2,6,5140809.0
0,2606,0,9,5140810.0
0,2154,5,6,5140811.0
0,2140,2,1,5140812.0
0,7541,2,1,5227200.0
0,5633,0,2,5227201.0
0,4757,0,2,5227202.0
0,2321,0,6,5227203.0
0,2250,0,10,5227204.0
0,1099,2,3,5227205.0
0,798,2,7,5227206.0
0,166,0,9,5227207.0
1,10388,#,#,5313600.0
1,9786,#,#,5313601.0
0,11409,2,3,5400000.0
0,11157,0,3,5400001.0
0,11150,3,2,5400002.0
0,10966,2,1,5400003.0
0,9412,0,1,5400004.0
0,9279,2,7,5400005.0
0,7823,2,9,5400006.0
0,7095,3,5,5400007.0
0,6386,3,3,5400008.0
0,6375,0,6,5400009.0
0,6173,0,1,5400010.0
0,3780,2,3,5400011.0
0,2667,2,5,5400012.0
0,2002,2,5,5400013.0
0,1806,2,5,5400014.0
0,1613,0,3,5400015.0
0,887,0,6,5400016.0
0,429,0,9,5400017.0
0,119,0,2,5400018.0
1,11551,#,#,5486400.0
0,8652,0,1,5486401.0
0,7296,5,1,5486402.0
0,7197,2,6,5486403.0
0,6392,0,1,5486404.0
0,5964,0,3,5486405.0
0,5051,2,3,5486406.0
0,4893,0,10,5486407.0
0,4505,2,6,5486408.0
1,3992,#,#,5486409.0
0,3373,2,1,5486410.0
0,700,0,9,5486411.0
0,259,3,1,5486412.0
0,11386,2,7,5572800.0
0,10810,0,6,5572801.0
0,10233,0,5,5572802.0
0,10111,0,2,5572803.0
0,8996,0,6,5572804.0
0,8237,3,3,5572805.0
0,7465,2,3,5572806.0
0,4977,2,7,5572807.0
1,4945,#,#,5572808.0
0,4190,0,6,5572809.0
0,4073,2,2,5572810.0
1,1660,#,#,5572811.0
0,1323,0,3,5572812.0
0,1267,0,3,5572813.0
0,1194,5,1,5572814.0
0,11163,5,3,5659200.0
0,10865,2,1,5659201.0
0,10531,2,8,5659202.0
0,10463,0,7,5659203.0
0,9453,2,5,5659204.0
0,9398,0,2,5659205.0
0,9024,0,9,5659206.0
0,8367,0,10,5659207.0
0,7659,2,4,5659208.0
0,6747,0,9,5659209.0
0,6183,2,6,5659210.0
0,3969,0,10,5659211.0
0,3891,0,8,5659212.0
0,3318,2,6,5659213.0
0,2952,0,3,5659214.0
0,2374,0,4,5659215.0
0,1967,0,2,5659216.0
0,1899,3,1,5659217.0
0,105,0,4,5659218.0
0,10223,0,7,5745600.0
0,9567,0,3,5745601.0
